'@timestamp,message
"Nov 28, 2024 @ 08:04:54.165",ERROR 2024-11-28 08:04:52 org.hibernate.engine.jdbc.spi.SqlExceptionHelper:131 - Column 'isPrimaryControl' cannot be null
